time,valence,frustration,focus,excitement,lat,lon
2017-03-12T11:46:22,76.27907,49.76744,57.67442,59.069767,,
2017-03-12T11:46:22,76.27907,49.76744,57.67442,59.069767,,
2017-03-12T11:46:22,76.27907,49.76744,57.67442,59.069767,,
2017-03-12T11:46:22,76.27907,49.76744,57.67442,59.069767,,
2017-03-12T11:46:22,76.27907,49.76744,57.67442,59.069767,,
2017-03-12T11:46:23,76.27907,48.837208,53.95349,52.09302,,
2017-03-12T11:46:23,76.27907,48.837208,53.95349,52.09302,,
2017-03-12T11:46:23,76.27907,48.837208,53.95349,52.09302,,
2017-03-12T11:46:23,76.27907,48.837208,53.95349,52.09302,,
2017-03-12T11:46:23,76.27907,48.837208,53.95349,52.09302,,
2017-03-12T11:46:24,71.62791,49.76744,53.95349,43.720932,55.949093,-3.193525
2017-03-12T11:46:24,71.62791,49.76744,53.95349,43.720932,55.949093,-3.193525
2017-03-12T11:46:24,71.62791,49.76744,53.95349,43.720932,55.949093,-3.193525
2017-03-12T11:46:24,71.62791,49.76744,53.95349,43.720932,55.949093,-3.193525
2017-03-12T11:46:24,71.62791,49.76744,53.95349,43.720932,55.949093,-3.193525
2017-03-12T11:46:25,68.37209,50.697674,54.418606,50.23256,,
2017-03-12T11:46:25,68.37209,50.697674,54.418606,50.23256,,
2017-03-12T11:46:25,68.37209,50.697674,54.418606,50.23256,,
2017-03-12T11:46:25,68.37209,50.697674,54.418606,50.23256,,
2017-03-12T11:46:25,68.37209,50.697674,54.418606,50.23256,,
2017-03-12T11:46:26,64.65116,50.23256,54.418606,51.162792,,
2017-03-12T11:46:26,64.65116,50.23256,54.418606,51.162792,,
2017-03-12T11:46:26,64.65116,50.23256,54.418606,51.162792,,
2017-03-12T11:46:26,64.65116,50.23256,54.418606,51.162792,,
2017-03-12T11:46:26,64.65116,50.23256,54.418606,51.162792,,
2017-03-12T11:46:27,63.255814,46.976746,53.023254,47.441856,,
2017-03-12T11:46:27,63.255814,46.976746,53.023254,47.441856,,
2017-03-12T11:46:27,63.255814,46.976746,53.023254,47.441856,,
2017-03-12T11:46:27,63.255814,46.976746,53.023254,47.441856,,
2017-03-12T11:46:27,63.255814,46.976746,53.023254,47.441856,,
2017-03-12T11:46:28,62.7907,46.511627,53.023254,43.720932,55.949195,-3.193493
2017-03-12T11:46:28,62.7907,46.511627,53.023254,43.720932,55.949195,-3.193493
2017-03-12T11:46:28,62.7907,46.511627,53.023254,43.720932,55.949195,-3.193493
2017-03-12T11:46:28,62.7907,46.511627,53.023254,43.720932,55.949195,-3.193493
2017-03-12T11:46:28,62.7907,46.511627,53.023254,43.720932,55.949195,-3.193493
2017-03-12T11:46:29,63.72093,46.511627,52.55814,37.67442,,
2017-03-12T11:46:29,63.72093,46.511627,52.55814,37.67442,,
2017-03-12T11:46:29,63.72093,46.511627,52.55814,37.67442,,
2017-03-12T11:46:29,63.72093,46.511627,52.55814,37.67442,,
2017-03-12T11:46:29,63.72093,46.511627,52.55814,37.67442,,
2017-03-12T11:46:30,64.65116,46.046513,52.09302,34.41861,,
2017-03-12T11:46:30,64.65116,46.046513,52.09302,34.41861,,
2017-03-12T11:46:30,64.65116,46.046513,52.09302,34.41861,,
2017-03-12T11:46:30,64.65116,46.046513,52.09302,34.41861,,
2017-03-12T11:46:30,64.65116,46.046513,52.09302,34.41861,,
2017-03-12T11:46:31,64.65116,49.302326,55.813953,28.837212,,
2017-03-12T11:46:31,64.65116,49.302326,55.813953,28.837212,,
2017-03-12T11:46:31,64.65116,49.302326,55.813953,28.837212,,
2017-03-12T11:46:31,64.65116,49.302326,55.813953,28.837212,,
2017-03-12T11:46:31,64.65116,49.302326,55.813953,28.837212,,
2017-03-12T11:46:32,66.04651,52.09302,55.813953,27.906975,55.949607,-3.193642
2017-03-12T11:46:32,66.04651,52.09302,55.813953,27.906975,55.949607,-3.193642
2017-03-12T11:46:32,66.04651,52.09302,55.813953,27.906975,55.949607,-3.193642
2017-03-12T11:46:32,66.04651,52.09302,55.813953,27.906975,55.949607,-3.193642
2017-03-12T11:46:32,66.04651,52.09302,55.813953,27.906975,55.949607,-3.193642
2017-03-12T11:46:33,70.23256,53.95349,53.48837,23.255814,,
2017-03-12T11:46:33,70.23256,53.95349,53.48837,23.255814,,
2017-03-12T11:46:33,70.23256,53.95349,53.48837,23.255814,,
2017-03-12T11:46:33,70.23256,53.95349,53.48837,23.255814,,
2017-03-12T11:46:33,70.23256,53.95349,53.48837,23.255814,,
2017-03-12T11:46:34,71.62791,55.813953,53.48837,24.186043,,
2017-03-12T11:46:34,71.62791,55.813953,53.48837,24.186043,,
2017-03-12T11:46:34,71.62791,55.813953,53.48837,24.186043,,
2017-03-12T11:46:34,71.62791,55.813953,53.48837,24.186043,,
2017-03-12T11:46:34,71.62791,55.813953,53.48837,24.186043,,
2017-03-12T11:46:35,70.23256,53.023254,54.418606,25.11628,,
2017-03-12T11:46:35,70.23256,53.023254,54.418606,25.11628,,
2017-03-12T11:46:35,70.23256,53.023254,54.418606,25.11628,,
2017-03-12T11:46:35,70.23256,53.023254,54.418606,25.11628,,
2017-03-12T11:46:35,70.23256,53.023254,54.418606,25.11628,,
2017-03-12T11:46:36,67.441864,51.162792,54.88372,37.67442,55.948978,-3.193353
2017-03-12T11:46:36,67.441864,51.162792,54.88372,37.67442,55.948978,-3.193353
2017-03-12T11:46:36,67.441864,51.162792,54.88372,37.67442,55.948978,-3.193353
2017-03-12T11:46:36,67.441864,51.162792,54.88372,37.67442,55.948978,-3.193353
2017-03-12T11:46:36,67.441864,51.162792,54.88372,37.67442,55.948978,-3.193353
2017-03-12T11:46:37,68.83721,49.302326,51.627907,40.46512,,
2017-03-12T11:46:37,68.83721,49.302326,51.627907,40.46512,,
2017-03-12T11:46:37,68.83721,49.302326,51.627907,40.46512,,
2017-03-12T11:46:37,68.83721,49.302326,51.627907,40.46512,,
2017-03-12T11:46:37,68.83721,49.302326,51.627907,40.46512,,
2017-03-12T11:46:38,70.23256,47.90698,51.162792,45.11628,,
2017-03-12T11:46:38,70.23256,47.90698,51.162792,45.11628,,
2017-03-12T11:46:38,70.23256,47.90698,51.162792,45.11628,,
2017-03-12T11:46:38,70.23256,47.90698,51.162792,45.11628,,
2017-03-12T11:46:38,70.23256,47.90698,51.162792,45.11628,,
2017-03-12T11:46:39,70.23256,39.999996,52.55814,39.999996,,
2017-03-12T11:46:39,70.23256,39.999996,52.55814,39.999996,,
2017-03-12T11:46:39,70.23256,39.999996,52.55814,39.999996,,
2017-03-12T11:46:39,70.23256,39.999996,52.55814,39.999996,,
2017-03-12T11:46:39,70.23256,39.999996,52.55814,39.999996,,
